x,sin(x)
1.4073,0.9866642219201919
5.8194,-0.4473367522550599
5.9265,-0.3491700932238264
4.4239,-0.9586748608479021
9.9547,-0.5054660745655863
5.9118,-0.3629066443337647
4.1184,-0.8287147608380279
8.2216,0.9331859362271262
4.7468,-0.999407999284548
9.0043,0.4081968271596543
4.7945,-0.9966307838667601
6.8075,0.500619874314034
2.4142,0.664924442628453
6.8062,0.49949408421702846
2.315,0.7356275563701589
9.0719,0.3455998614871704
5.4048,-0.7697090712203041
5.5056,-0.701560732733226
3.8293,-0.6347673109242049
2.5515,0.5564380101614048
4.0506,-0.7888941138954289
1.0161,0.8500604196404419
5.3951,-0.7758651931838461
2.6835,0.44223821795249724
8.6525,0.6977688033955612
4.9249,-0.9775043850285219
0.7176,0.6575784409267512
2.2123,0.8011968646569412
4.4118,-0.9551622678285633
6.972,0.6356225718448296
5.4639,-0.7306580644401659
7.1307,0.7496378257429044
0.6913,0.6375392638852164
9.1051,0.3142608532659512
5.6005,-0.6308787760408955
1.2091,0.9352979052107253
6.8671,0.5512942235798434
1.9591,0.9255526526197335
6.4848,0.20025157758561632
1.7769,0.97883571665093
2.39,0.6828032219306397
0.7375,0.6724396350057894
1.1921,0.9291474053544364
5.6735,-0.5726094943922745
1.1554,0.9149564536550564
7.2656,0.8318399863228296
1.6682,0.9952600115451986
4.97,-0.967001380243766
6.607,0.3181853046033523
0.4115,0.39998456026735746
4.2079,-0.8754215952354927
6.7473,0.4476313191698111
3.5885,-0.43217868747325616
2.8681,0.2700959208488165
1.6804,0.9939995279748874
9.701,-0.2727228552500789
5.22,-0.8739082619290224
7.7139,0.9902046014541376
4.8986,-0.9827127670528226
0.6502,0.6053456103909598
0.3256,0.3198773187831547
2.7016,0.42593281837765246
2.8028,0.3323486178966181
0.0718,0.07173832486098716
5.2273,-0.8703365447930731
6.8659,0.5502926538074768
1.4451,0.9921106123349115
0.8091,0.7236663325279742
8.4163,0.8460213511608268
2.3631,0.7022070276786712
8.6914,0.6693829954200574
1.5638,0.9999755258055212
2.0741,0.8759939103894624
7.2837,0.8417489630568118
8.0229,0.9857671837169633
8.7389,0.633352677134503
7.182,0.7825895607729934
6.3708,0.08750264255578127
3.3158,-0.17332753595326078
4.0561,-0.792262075190534
4.3052,-0.9182376965161347
0.6661,0.6179243676964259
5.0064,-0.9570892103674269
0.3781,0.3691553381557597
5.714,-0.5389459790464121
9.0942,0.32458974960371195
0.1363,0.13587836864628244
4.7717,-0.9982416170363079
2.1629,0.8297684395483774
2.3076,0.7406200272985152
5.0831,-0.9320699942938536
6.1714,-0.11155264190305604
3.1325,0.009092528299077281
8.9358,0.46972386373273395
2.0544,0.8853250656834439
3.0661,0.07542096681081151
8.8151,0.5726034715821663
3.2545,-0.11266760750025333
4.6663,-0.9989380909385976
3.2864,-0.14430179516537014
7.8321,0.9997606065994465
9.3266,0.09802031531137959
4.7183,-0.9999825299744209
3.0701,0.07143176694931147
3.1644,-0.022805369159539127
8.7444,0.6290868710815918
3.3626,-0.21921257898302643
5.8576,-0.4128539485969066
3.9334,-0.7116242038451062
1.372,0.9803050007592069
0.2301,0.22807488903463904
6.2342,-0.04896571899666083
1.4009,0.9856023012893057
6.5429,0.25680482343365146
6.8949,0.5742720618191647
8.2025,0.9398797306290702
5.3924,-0.7775657896464825
9.2223,0.2010972848976837
6.8712,0.5547102550677239
8.6739,0.6822808913543577
4.4548,-0.9670069949686885
6.943,0.612970450215124
1.9196,0.9397822583704988
7.1586,0.7678092530261171
0.2682,0.2649962179073469
7.982,0.9918168340996483
8.3451,0.8818059749302049
5.7087,-0.5434027924164283
3.1695,-0.027903724084754288
7.9911,0.9906139965541296
0.019,0.018998856853967315
2.9781,0.16276527078837347
5.9137,-0.36113552189755377
4.1907,-0.8669787214763369
8.9756,0.4342251843877185
5.3015,-0.8314349447307711
0.5796,0.5476893078989153
5.0165,-0.9541135303690018
9.9538,-0.5046893081249797
0.0092,0.0091998702192159
1.4579,0.9936339755657512
0.7078,0.6501637988031072
5.281,-0.8426497011263535
9.2442,0.17959816655040328
1.171,0.9211402889801581
1.7441,0.9850204662752218
5.517,-0.6933915715597299
6.7515,0.4513830764958472
9.4265,-0.001722038379526504
8.9824,0.4280897227206921
0.5247,0.5009533849406199
0.3541,0.3467463427356825
3.5788,-0.42341114943846936
9.1006,0.31852967198448756
5.1731,-0.8957366152407249
9.1829,0.2395263408083493
7.8714,0.9998483040979301
6.0424,-0.23846535173771058
4.8041,-0.9957974912570159
8.9371,0.46857580972481633
6.8412,0.5295030905508643
4.7248,-0.9999229842846445
7.6036,0.9688179333982865
2.3884,0.6839713111670386
2.6486,0.47326429337108034
7.1869,0.7856305898678435
3.1742,-0.03260156848343253
9.7683,-0.3368054357812369
9.7121,-0.28338506331703545
5.5377,-0.6783284740393684
3.8089,-0.6188731781726903
4.1856,-0.8644258971543258
5.94,-0.3364883584585042
4.1866,-0.8649282251069725
4.4643,-0.9693834460103208
8.6261,0.7164343906728423
9.2846,0.13971933203417744
2.3502,0.7113327959469598
0.2255,0.22359373127667703
1.311,0.9664423185098562
4.1777,-0.8604271582278826
7.4604,0.9235414346168249
5.9361,-0.3401583718984914
9.6354,-0.20906823307459924
6.3583,0.07504407717769626
4.1373,-0.8391439084696788
1.6546,0.9964905268355548
7.0582,0.6997265721310294
9.8934,-0.45165730967879086
4.8827,-0.9855321002119006
2.7491,0.38249270950810693
5.9661,-0.3117984986867588
4.697,-0.9998815919781768
3.5724,-0.41760451672458837
1.0031,0.8431418760085541
2.0307,0.8960952574665345
1.1245,0.9020518930662318
2.8858,0.25301235109624187
7.8252,0.9995858373644854
2.1244,0.8506353965427714
7.213,0.8015091441919789
4.9567,-0.9703042112502155
0.3619,0.3540518003153924
4.3314,-0.9282973484126413
5.862,-0.4088424572405705
6.921,0.5954411911661006
8.5723,0.7529135092721575
3.6094,-0.45093029786084843
0.017,0.01699918117849873
3.3067,-0.16435821851332583
2.4227,0.6585517584922757
4.1514,-0.8467293640261524
0.1472,0.14666899127586408
0.4485,0.4336143746280685
2.9322,0.2078658578702238
2.2027,0.8069045057659763
9.4558,-0.031017063705992772
0.0722,0.07213728850614762
9.9777,-0.5251761040521425
6.2335,-0.04966486726477542
4.9058,-0.9813543221401851
1.3198,0.9686654456539637
2.1998,0.8086140878723285
0.5105,0.48861355809639356
1.8412,0.963663145510641
8.5987,0.7352788131216448
1.867,0.9564514935169185
5.7967,-0.46752185875927577
9.8451,-0.4080544823700455
6.3808,0.09745974430783556
7.3566,0.8788348637166711
4.0164,-0.7674199976471754
4.5451,-0.9860398011764565
4.6869,-0.9996751735263708
5.4549,-0.7367730822344447
3.4843,-0.3360382302986969
4.3388,-0.9310235131547258
5.4227,-0.7581591062256818
8.5705,0.7540969039736285
1.1281,0.9035999037679912
7.0568,0.6987257116713776
7.0127,0.6665079179988048
1.409,0.9869395031789702
3.1153,0.026289624326678473
8.2116,0.9367331568805392
9.2902,0.13417209979790182
3.9181,-0.7007921600099507
2.6398,0.48099796894910574
3.1186,0.022990627752514915
6.0806,-0.20120243719870462
6.8823,0.563911576670471
2.1013,0.8625523374859396
4.0154,-0.7667784693277877
3.4128,-0.26789484733289426
5.8513,-0.41858374020883116
7.9231,0.997612276548346
5.8277,-0.43989819456310575
7.4297,0.9113346950991339
1.7022,0.991378952965801
2.2045,0.8058399717175181
1.7071,0.9907250274222131
4.3192,-0.923691945542254
6.2456,-0.037576458623944195
6.8886,0.5691031130587425
6.3339,0.05069295608607703
9.9584,-0.5086551393447084
0.6038,0.567774664469976
3.776,-0.5927002815794666
3.1556,-0.014006888361041173
7.8259,0.9996057368266273
0.7859,0.7074615441974896
6.6711,0.3782588703925086
5.7535,-0.5052617969869553
0.3996,0.38904988676740704
8.4944,0.8018458414128592
1.5855,0.9998919029446904
8.5833,0.7456287901961652
4.197,-0.8701010700677044
2.091,0.867717960508349
6.2654,-0.017784369561465348
5.9626,-0.3151221010069045
0.3699,0.3615221974224796
6.0917,-0.1903172640567013
3.1286,0.012992288046632813
8.1616,0.9530574063090118
3.9478,-0.7216669427851996
9.1696,0.252417610743759
2.1811,0.8194740155575346
5.0739,-0.9353634621936597
2.1116,0.8572952070950519
5.5487,-0.6702052518698395
9.2659,0.15821039881661553
8.6396,0.7069510572727435
7.0005,0.6573634677069311
0.4343,0.4207754891433371
9.6181,-0.19212010345265423
6.9495,0.618093153009998
4.8628,-0.9887095724139797
4.0625,-0.7961509812048658
2.472,0.6206666485831082
7.1739,0.7775213852863935
1.1095,0.8954762429686072
8.4505,0.8272964870955197
3.6354,-0.4739818158312293
2.3294,0.7257972632850929
5.1783,-0.8934126727785701
1.4117,0.9873708518530924
0.9225,0.7971136825965508
4.9418,-0.9738005004057182
1.4803,0.9959080012099336
6.1068,-0.1754721188382072
1.8015,0.9735057322855774
3.5332,-0.3816745726199919
3.2704,-0.12845146085075557
0.1503,0.14973475706781464
3.4506,-0.30411314896541375
4.0014,-0.7577168544118802
5.5679,-0.6558328235335027
2.596,0.5189247936893246
3.5854,-0.42938107255937596
1.3381,0.9730481544829167
8.3825,0.863555138580486
8.7515,0.6235519828536932
4.7109,-0.9999988914689119
9.9296,-0.4836516859408731
9.6969,-0.268775994253001
7.6296,0.9749318820853763
2.1618,0.8303818560147288
4.0718,-0.8017438823811794
3.6812,-0.5137991696351016
7.5611,0.957415888469284
6.8521,0.5387180099264849
5.9997,-0.27970353670690307
3.1279,0.013692225724025264
9.8377,-0.4012874854698827
6.373,0.08969399046395307
0.1889,0.1877785762760929
4.8465,-0.9910205877874829
0.5058,0.48450742501044697
5.3998,-0.77289141067504
4.1726,-0.8578171550456206
9.5586,-0.1334229750046262
2.7324,0.3978687639524203
3.043,0.09843300270272279
4.7593,-0.9988998798892316
6.7979,0.4922865282312498
3.6568,-0.4927152905189527
3.5599,-0.4062143263927262
6.8947,0.5741083174304847
4.2587,-0.8988363997740716
5.0201,-0.9530293476689328
9.0212,0.3927113627541253
8.468,0.8173394153736444
6.378,0.09467269539733433
2.1344,0.8453353922716136
2.7611,0.3713779343483067
5.8244,-0.44285935117978487
3.3548,-0.21159570619131393
0.9239,0.7979582621151878
8.0253,0.9853608661961598
9.7925,-0.35949069045436055
5.9609,-0.31673503181209495
2.5434,0.5631498846439371
2.063,0.8812936114093447
8.7795,0.6014205336722573
3.5355,-0.38379944378984243
0.4902,0.4708023453291859
6.556,0.26944309554081075
1.1314,0.9050086265910016
0.3068,0.30200961232193185
3.9772,-0.7417040123377238
0.9119,0.7906684308585442
5.2977,-0.8335403007265206
5.1424,-0.9089611558638195
2.0647,0.8804889708281739
5.4571,-0.7352837922397378
8.3679,0.870824955528894
1.4665,0.9945660665243594
6.3827,0.0993505222441195
5.3392,-0.8099021675514504
4.0649,-0.7976009221476099
5.5195,-0.6915880041341625
2.3275,0.7271029789002255
5.0122,-0.9553923195883663
8.2508,0.9222953166889641
5.131,-0.9136544306053321
3.9015,-0.6888542834951531
1.2532,0.9499887903960665
5.3142,-0.8243116834094739
3.5205,-0.369905539447671
6.4021,0.11863463465600256
2.5628,0.5470136374363943
8.3369,0.8856435068318135
9.9574,-0.5077939148073807
5.3999,-0.7728279529796536
2.283,0.756923607169246
5.041,-0.946491520210141
2.7858,0.3483334848178178
5.8745,-0.3974032516889865
6.0468,-0.23418999275915434
1.968,0.9221463324388806
4.8841,-0.985293850040209
8.5352,0.7768060417623848
9.0561,0.3603825429838752
6.1286,-0.15397036474020617
1.7041,0.9911282145748149
9.8329,-0.39688630917589524
4.5091,-0.9794078586098792
6.2233,-0.05984951965003552
9.9426,-0.4949888847314916
7.0378,0.685008009540588
9.844,-0.40704998236371753
2.2581,0.7729595216315528
4.8506,-0.9904640514060199
6.7622,0.4609049890626479
0.5125,0.49035758032614846
4.4373,-0.962401031467353
4.537,-0.9846587397589148
9.2291,0.19443160221378372
7.3098,0.8555512601362867
8.5289,0.7807579613826416
0.3184,0.31304738195008547
8.7959,0.5882377487104135
5.3462,-0.8057764036819607
7.8636,0.9999537438741088
5.0079,-0.9566534436309607
7.9722,0.9930203433807897
8.7687,0.6100137637972753
8.1248,0.9635522897148052
0.774,0.6990013045736093
3.0287,0.11265300822077351
9.5121,-0.0872111077580724
7.0121,0.6660604992835009
7.7963,0.998336875752622
6.5377,0.2517757650031878
0.7835,0.7057633039213413
0.2694,0.2661531261740502
0.792,0.7117595414043808
0.1138,0.1135545323209787
6.5183,0.23295452439341235
6.8614,0.5465297214467497
3.854,-0.6536575202073107
4.4357,-0.9619651876631775
7.1006,0.7293796368866748
8.4597,0.8220933060893441
6.0169,-0.26314949178940444
0.305,0.3002931752092615
0.6893,0.6359971541039563
5.3921,-0.7777543951309525
4.882,-0.9856505009608089
9.1771,0.24515344163787126
1.7253,0.9880880320574512
5.5981,-0.6327390727189516
3.2058,-0.06416323881368902
1.3529,0.9763543734151594
9.3445,0.08019176264761559
6.0075,-0.2722064300367813
6.1196,-0.1628566881270749
2.0468,0.88883325543626
5.8589,-0.41166956365349217
0.4928,0.4730945720948295
0.4995,0.4789866874133497
7.5077,0.9406412354751478
0.6776,0.6269250403619534
6.8833,0.564737129750511
2.189,0.8149208720218077
1.1328,0.9056032899865588
5.5069,-0.7006337476076084
9.1259,0.2944480958412
8.7417,0.6311833800224222
9.7277,-0.29831047176736314
7.8924,0.9992621053419133
3.896,-0.6848569355885076
5.4773,-0.7214439767892937
9.3236,0.10100542298383801
4.6642,-0.9988391357552621
0.8008,0.7179132266536112
0.2881,0.2841310466931826
0.7209,0.6600610299855815
1.0024,0.8427652856618508
0.9046,0.7861780178132777
1.9901,0.9133726534535603
3.5718,-0.4170592642518904
1.7828,0.9776112662351819
8.4237,0.8420529204900805
2.3981,0.6768630085570415
4.6722,-0.9991925316187555
1.7086,0.9905200899215247
8.7426,0.6304850542129862
6.1662,-0.11671865476179494
1.8186,0.9694534642748284
8.0831,0.9738670093045682
5.7495,-0.5087096101550139
5.4644,-0.7303166013332912
6.9075,0.5845413767415156
6.1584,-0.12446171279796196
5.4654,-0.729633127467515
5.4606,-0.7329071357276813
7.6671,0.9825883907223038
2.5244,0.5787480351509892
6.2333,-0.04986461945795212
1.3969,0.9849180976072236
6.2405,-0.04267234600329013
8.981,0.4293545335138289
3.5778,-0.42250500024888954
2.8019,0.33319732413232245
6.1884,-0.09464344170261182
7.7817,0.9973888198638807
4.6283,-0.996466604465785
0.4101,0.3987010380735051
5.7569,-0.5023247974368734
6.1256,-0.15693389382615702
7.7192,0.9909306975306709
3.3329,-0.19014255292787627
8.1552,0.9549757283768453
0.9849,0.8332167999479629
1.6413,0.9975156453839698
9.733,-0.3033649434418169
4.1948,-0.8690146439538093
3.0069,0.13428575468830575
4.997,-0.9597709447870493
1.6612,0.9959163703046829
3.759,-0.5789231051836827
1.4869,0.9964827669326011
1.3283,0.9707415655164112
4.5134,-0.980266935504709
4.1961,-0.8696571317319717
9.1699,0.25212731387214793
0.9855,0.8335484178123731
6.0619,-0.21948377047444212
8.7568,0.6193998004639021
5.7644,-0.4958256378080183
7.694,0.9872302092513735
1.628,0.9983643159908854
6.0986,-0.18353890111700852
0.4603,0.4442169027330805
0.7344,0.6701419365068839
9.8482,-0.4108826856289662
8.0476,0.9813144475253244
9.3053,0.11919390594376339
4.4081,-0.9540602257795289
0.4149,0.40309841673778
0.969,0.824320001458684
2.0876,0.8694029352360879
2.8532,0.2844116265269999
2.9736,0.16720359949691793
9.6472,-0.22059264258015654
2.0312,0.8958732145683563
1.0054,0.8443763344627657
8.9749,0.4348556410008221
2.2583,0.7728326151052928
2.6107,0.5063033275191943
5.198,-0.8843899215293426
1.045,0.8649245379528779
3.0206,0.12069766320355521
9.9542,-0.5050345881604733
3.4086,-0.26384601414205155
9.0991,0.3199511824412936
7.8183,0.9993634780366214
2.7047,0.42312603640815855
1.4237,0.989200828508569
3.1259,0.015692009520541634
8.2798,0.9107009986005468
9.9722,-0.5204877197344238
2.4618,0.6286317835910132
9.322,0.10259711041795415
4.5209,-0.9817219394488618
7.25,0.8230808790115054
2.5946,0.5201210326097638
6.2251,-0.05805265032463757
8.8404,0.5516806739071827
3.877,-0.6708892820882953
7.3632,0.8819647319327597
6.0407,-0.24011596306996918
4.489,-0.9751522706568233
3.8397,-0.6427689529526819
2.7189,0.4102176040925916
6.4234,0.1397557036916679
6.304,0.020813189853709037
0.2351,0.23294023578217304
9.6464,-0.21981227925238644
1.2849,0.9594092582370775
8.3937,0.8578534455089257
7.9295,0.9971498431254165
5.9404,-0.33611165649915276
7.5306,0.9481662436801119
5.581,-0.6458875627785856
8.8136,0.5738325756339296
9.8997,-0.4572691158444191
8.1234,0.9639258734018666
0.3111,0.30610601859860204
7.5906,0.9655151019168918
4.2547,-0.8970760765728985
4.63,-0.9966079473622855
1.7842,0.9773157214843412
0.9785,0.8296609026757796
7.7144,0.9902742896503794
3.7999,-0.6117787911123701
9.2323,0.19129168063236704
2.6176,0.5003410695528383
2.2142,0.8000584575553387
8.9711,0.43827439378982747
5.5898,-0.6391444344552599
1.3953,0.9846400030856773
8.9838,0.4268240728718359
9.0878,0.3306365320721751
3.7831,-0.5984037986241184
2.9208,0.21900310305954682
4.0053,-0.7602561610136127
5.323,-0.8192978316064379
2.1136,0.8562638429055905
6.0954,-0.1866835958618157
5.5092,-0.6989907973626543
4.7579,-0.9989645522881382
4.0907,-0.8128959392833074
4.4066,-0.9536097302873094
2.0493,0.8876849020872096
4.7516,-0.9992313464619299
0.533,0.5081194836354319
2.5777,0.5344802357798338
0.2679,0.26470693115144106
3.1359,0.005692622843531833
6.4714,0.18710541571953607
4.0405,-0.7826472377955835
8.0711,0.9765222545235701
9.2748,0.14941634068348975
8.0154,0.9870003188867953
8.3118,0.8970188966382047
0.5759,0.544589843400784
4.1751,-0.8590993604971116
8.2329,0.9290652924426192
1.7012,0.9915094830978434
9.4406,-0.015821379098773857
2.9731,0.16769653977022114
1.946,0.930433002712871
5.6456,-0.595256887331471
0.1337,0.13330202591082063
1.6303,0.998230178728626
5.1457,-0.9075805023694965
3.6989,-0.5289029105109158
2.7469,0.3845244909571809
8.7208,0.6472550943302903
5.8013,-0.46345061177719454
2.9432,0.197093768340462
2.6058,0.5105227742079902
3.3739,-0.23022350034452002
1.6822,0.9938010259529843
4.6684,-0.9990326408065713
3.8412,-0.6439173195532222
4.518,-0.981165881561262
4.8738,-0.9870014995626879
6.8176,0.5093374307205428
5.2389,-0.8645656113845315
7.9504,0.9953553492697907
5.6881,-0.5605793994718736
4.6444,-0.9976896394492744
1.4443,0.9920100023926901
9.1452,0.2759500208665509
7.9857,0.9913376709853945
7.6003,0.9679950064267455
4.6338,-0.9969134751617947
7.2789,0.8391479042290447
3.8294,-0.6348445780848438
8.4306,0.8383110800884623
7.8705,0.9998635748940047
6.5515,0.265106808653327
9.008,0.4048163331750205
4.4746,-0.9718611653492537
1.385,0.9827894574344426
8.1907,0.9438439698204785
9.6305,-0.20427402721943053
1.7562,0.9828619162597505
6.3063,0.023112634554288098
0.3956,0.3853619174481631
9.6547,-0.22790161506118137
2.8936,0.2454585192396793
4.3282,-0.9271027136642824
3.4366,-0.2907468791768212
3.7162,-0.5435052368986729
7.8707,0.9998602513737861
7.3992,0.8983569704004148
2.9484,0.19199312647471292
4.4784,-0.9727492530852697
1.2636,0.9531851105438964
1.238,0.9451325157463547
9.3019,0.12256897188281449
9.8382,-0.4017454113683915
1.1563,0.9153192803741321
1.0451,0.8649747238208039
0.6536,0.6080483796167987
5.5448,-0.6730946332537828
8.5663,0.7568486500464493
5.9421,-0.3345100739412201
2.8141,0.32166995641229595
2.5917,0.5225957104722504
7.5118,0.9420248758030522
3.318,-0.1754938160743418
7.721,0.9911709651642695
1.7864,0.9768474240733247
3.9946,-0.7532618027558945
1.1977,0.9312031986244353
7.3903,0.8944119740513652
2.5181,0.583874206358726
5.6901,-0.558922078056772
1.7557,0.9829539650499515
0.9642,0.8215931199016727
7.294,0.8472648666497864
9.2397,0.18402316343531214
1.6973,0.992009075548354
3.8198,-0.6273980958929309
1.7363,0.9863355007312451
7.1434,0.7579826190687631
7.8565,0.9999968289179567
5.7875,-0.4756345885500735
2.2541,0.7754911525544188
1.7792,0.9783624385687121
9.3868,0.037968831997502596
5.1256,-0.915836154594652
0.336,0.3297134156415628
4.3754,-0.9437545265705582
2.6456,0.47590492118737493
2.3184,0.7333201957180803
3.3751,-0.23139109963998877
4.14,-0.8406094035501945
7.7112,0.9898240079550884
6.2643,-0.018884184610276394
5.9653,-0.3125585174298446
3.1675,-0.025904448379576644
8.1737,0.9493239730663927
6.3779,0.09457314407879924
9.9537,-0.5046029754967158
5.2892,-0.8382060312978696
5.8323,-0.435762535835451
5.2958,-0.8345884670023958
0.7393,0.6737708184787186
8.7036,0.6602698119435336
5.7998,-0.46477927402392094
3.7827,-0.5980832728937202
4.3325,-0.9287058093011897
1.4163,0.9880891625676778
7.7804,0.9972940927744625
7.1421,0.7571340216376785
3.7899,-0.6038380453277253
8.8837,0.5150602690712875
5.5051,-0.701916949857066
4.045,-0.7854403988109548
0.1456,0.14508610720979107
9.7532,-0.322549807883081
8.2494,0.922835492919172
3.0242,0.11712320727234848
5.3817,-0.7842493269735331
0.686,0.6334471140979291
7.5013,0.9384498099511293
3.0552,0.08628522568206186
0.2338,0.2316758009359723
5.8187,-0.4479626985278484
5.3244,-0.8184943135131085
6.6752,0.3820510499153138
3.8256,-0.6319039700898551
0.6411,0.5980773852149276
7.1899,0.7874831393507312
2.6543,0.4682353856139575
5.7418,-0.5153236879344251
9.962,-0.5117513298398539
6.0379,-0.24283310205675188
4.5176,-0.9810885362462693
6.2408,-0.0423726173513525
7.3542,0.8776872312157359
4.4668,-0.9699942957941198
7.5047,0.9396187965797782
8.1716,0.9499819076662025
2.585,0.5282962283105448
4.6355,-0.9970454983416918
0.4441,0.42964535647628976
6.3056,0.02241281594167667
5.1874,-0.8892876818754195
4.6003,-0.9937246046749454
6.6399,0.3491976291628807
0.3776,0.3686906081768026
4.4433,-0.9640134939590732
3.4561,-0.30934802039991743
1.1094,0.8954317275602518
8.3041,0.9003956109034232
7.5925,0.966008018265608
2.8851,0.25368951318685456
3.1354,0.006192614009566375
1.0429,0.8638686375243793
2.0327,0.8952057422863509
7.371,0.8856141255887411
6.7489,0.44906149472292095
8.2687,0.9152298361832377
1.3153,0.9675379803512961
7.0769,0.7129629344888655
1.3785,0.9815679646470714
5.0022,-0.9582978977627163
7.0201,0.6720063035853682
5.3047,-0.8296527000596717
0.5339,0.5088944356735321
5.4186,-0.7608262117972419
0.525,0.5012130046737979
8.1586,0.9539614851816347
7.2397,0.8171877035178614
8.0393,0.9828776384907356
8.0578,0.9793008428245586
7.6423,0.9776789787564939
2.6497,0.4722949947033046
2.1487,0.8376096483838195
6.1161,-0.16630895765216172
2.0008,0.9089642184167941
1.1256,0.9025261375854899
5.4946,-0.7093568370003123
6.8059,0.49923416655446384
1.475,0.9954150398196859
1.4776,0.9956603647123775
4.4626,-0.9689646072260802
3.8329,-0.6375449236736808
1.7564,0.9828250279420467
9.9645,-0.513897562429571
9.8578,-0.4196158248219215
9.7238,-0.29458578388351875
7.4153,0.9053124209076319
3.3854,-0.2413991147908738
4.7035,-0.9999604932739933
6.6727,0.37973950536199935
3.929,-0.7085260599340206
7.2955,0.8480606691338901
0.2256,0.22369119840175025
1.2855,0.9595782960384789
2.1825,0.8186708498608832
1.9131,0.9419839193733489
2.7815,0.3523609459632737
7.1833,0.7833981986756706
3.1651,-0.023505181461696056
2.502,0.5968686609971648
2.0142,0.9032966665099527
8.1649,0.9520530128403856
0.8037,0.7199289895455567
2.821,0.31512907311736366
5.7781,-0.4838820972295192
5.6058,-0.6267577631222039
2.0481,0.8882368045313149
2.2603,0.7715618504491398
2.06,0.8827073508159741
7.3744,0.8871880378665682
7.3041,0.852586384497084
3.6325,-0.4714262758853342
8.2623,0.9177898407297687
5.3245,-0.8184368579578493
8.534,0.7775611701910623
7.1134,0.7380762450824704
3.5802,-0.42467904677031193
